Year,Month,Day,hour,apcps,press,spfh2,tmp2m,tmphb,ugrdh,vgrd1,Rel. Humidity
1991,11,3,17,0,1.0194e+05,0.0043622,286.34,285.29,3.83,1.18,47.141
1991,11,3,18,0,1.0188e+05,0.0043966,286.74,285.81,4.19,2.04,46.26
1991,11,3,19,0,1.0189e+05,0.0042649,286.44,285.61,4.46,2.07,45.764
1991,11,3,20,0,1.0189e+05,0.0041331,286.14,285.41,4.73,2.11,45.23
1991,11,3,21,0,1.019e+05,0.0040016,285.85,285.2,5.01,2.14,44.634
1991,11,3,22,0,1.0193e+05,0.0041717,284.44,283.97,5.12,1.62,51.081
1991,11,3,23,0,1.0196e+05,0.0043419,283.03,282.73,5.23,1.1,58.427
1992,11,1,0,0,1.02e+05,0.006082,282.24,281.45,-2.12,-3.06,86.337
1992,11,1,1,0,1.0201e+05,0.0058847,281.99,281.5,-1.55,-3.39,84.973
1992,11,1,2,0,1.0203e+05,0.0056873,281.73,281.56,-0.99,-3.72,83.594
1992,11,1,3,0,1.0204e+05,0.0054898,281.48,281.62,-0.42,-4.05,82.084
1992,11,1,4,0,1.0209e+05,0.005427,281.28,281.38,-0.22,-3.83,82.289
1992,11,1,5,0,1.0213e+05,0.005364,281.09,281.14,-0.01,-3.61,82.425
1992,11,1,6,0.0488,1.0217e+05,0.0053012,280.89,280.9,0.19,-3.38,82.612
1992,11,1,7,0,1.0214e+05,0.0051643,280.71,280.71,0.16,-3.19,81.453
1992,11,1,8,0,1.0212e+05,0.0050271,280.53,280.52,0.12,-3,80.249
1992,11,1,9,0,1.0209e+05,0.0048902,280.35,280.33,0.089999,-2.81,79.012
1992,11,1,10,0,1.0211e+05,0.0047721,280.24,280.13,0.15,-3.05,77.705
1992,11,1,11,0,1.0214e+05,0.0046543,280.13,279.94,0.21,-3.3,76.379
1992,11,1,12,0,1.0216e+05,0.0045365,280.02,279.74,0.27,-3.54,75.028
1992,11,1,13,0,1.0221e+05,0.0043272,280.2,279.85,-0.47,-3.9,70.72
1992,11,1,14,1.7458,1.0226e+05,0.0041181,280.37,279.96,-1.21,-4.26,66.555
1992,11,1,15,0,1.023e+05,0.0039093,280.55,280.07,-1.95,-4.62,62.436
1992,11,1,16,0,1.0231e+05,0.0038796,281.08,280.59,-1.63,-4.26,59.762
1992,11,1,17,0,1.0231e+05,0.0038502,281.62,281.11,-1.31,-3.9,57.174
1992,11,1,18,0,1.0232e+05,0.0038207,282.16,281.63,-0.99,-3.53,54.702
1992,11,1,19,0,1.023e+05,0.0037895,282.09,281.57,-1.28,-3.68,54.504
1992,11,1,20,0,1.0228e+05,0.0037581,282.01,281.51,-1.57,-3.82,54.337
1992,11,1,21,0,1.0227e+05,0.0037266,281.94,281.44,-1.85,-3.96,54.129
1992,11,1,22,0,1.0232e+05,0.0037915,281.38,280.94,-2.12,-3.76,57.234
1992,11,1,23,0,1.0238e+05,0.0038568,280.82,280.44,-2.39,-3.55,60.515
1993,11,14,0,0.0578,1.0208e+05,0.0081726,284.82,284.76,1.58,5.73,97.725
1993,11,14,1,0.122,1.02e+05,0.0080941,284.75,284.69,1.97,5.65,97.166
1993,11,14,2,0.2052,1.0193e+05,0.008016,284.68,284.63,2.36,5.56,96.606
1993,11,14,3,0.2824,1.0186e+05,0.0079381,284.62,284.56,2.75,5.48,95.981
1993,11,14,4,0.0416,1.0178e+05,0.0079849,284.68,284.64,3.33,5.23,96.092
1993,11,14,5,0.2236,1.0171e+05,0.0080315,284.74,284.72,3.91,4.98,96.197
1993,11,14,6,0.0134,1.0163e+05,0.0080782,284.8,284.8,4.49,4.73,96.3
1993,11,14,7,0.0912,1.0163e+05,0.0081778,284.96,285.03,4.74,4.29,96.463
1993,11,14,8,0,1.0163e+05,0.0082775,285.12,285.27,5,3.85,96.615
1993,11,14,9,0,1.0163e+05,0.008377,285.28,285.51,5.25,3.41,96.752
1993,11,14,10,0,1.0168e+05,0.0082659,285.04,285.44,5.36,3.15,97.032
1993,11,14,11,0,1.0172e+05,0.0081545,284.8,285.36,5.48,2.88,97.295
1993,11,14,12,0,1.0176e+05,0.0080435,284.57,285.28,5.59,2.62,97.483
1993,11,14,13,0,1.0176e+05,0.008438,286.26,286.61,5.03,2.37,91.495
1993,11,14,14,0,1.0175e+05,0.0088323,287.95,287.94,4.47,2.12,85.813
1993,11,14,15,0.0098,1.0174e+05,0.0092266,289.64,289.27,3.91,1.88,80.438
1993,11,14,16,0,1.0168e+05,0.0094527,290.43,290.22,3.73,2.46,78.328
1993,11,14,17,0,1.0161e+05,0.0096786,291.22,291.16,3.54,3.05,76.251
1993,11,14,18,0.0089,1.0154e+05,0.0099046,292.02,292.11,3.36,3.63,74.166
1993,11,14,19,0.0126,1.0145e+05,0.010168,292.26,292.21,2.91,4.1,74.941
1993,11,14,20,0.042,1.0136e+05,0.010431,292.5,292.31,2.45,4.56,75.671
1993,11,14,21,0.0784,1.0127e+05,0.010694,292.74,292.41,2,5.02,76.363
1993,11,14,22,0.0184,1.0128e+05,0.010667,291.81,291.7,2.85,5.02,80.72
1993,11,14,23,0.0292,1.0128e+05,0.01064,290.89,290.99,3.69,5.03,85.306
1994,11,6,0,0,1.0145e+05,0.0086351,288.48,289.56,4.21,2.98,80.843
1994,11,6,1,0,1.0144e+05,0.0084778,287.62,288.78,3.61,2.8,83.891
1994,11,6,2,0,1.0144e+05,0.008321,286.76,287.99,3.01,2.61,87.061
1994,11,6,3,0,1.0144e+05,0.0081637,285.9,287.2,2.41,2.42,90.349
1994,11,6,4,0,1.0141e+05,0.0080001,285.4,286.7,2.43,2.38,91.473
1994,11,6,5,0,1.0139e+05,0.0078369,284.9,286.2,2.45,2.34,92.589
1994,11,6,6,0,1.0136e+05,0.0076734,284.4,285.7,2.46,2.3,93.685
1994,11,6,7,0,1.0138e+05,0.007601,284.12,285.41,2.76,2.48,94.563
1994,11,6,8,0,1.0141e+05,0.0075286,283.83,285.12,3.05,2.66,95.507
1994,11,6,9,0,1.0143e+05,0.0074565,283.55,284.83,3.35,2.84,96.396
1994,11,6,10,0,1.0134e+05,0.0075246,283.54,284.71,3.2,2.96,97.258
1994,11,6,11,0,1.0125e+05,0.0075927,283.54,284.59,3.05,3.08,98.052
1994,11,6,12,0,1.0116e+05,0.0076609,283.53,284.48,2.9,3.2,98.914
1994,11,6,13,0,1.0118e+05,0.0084787,285.92,286.42,2.63,4.17,93.474
1994,11,6,14,0,1.0119e+05,0.0092965,288.3,288.36,2.37,5.13,87.826
1994,11,6,15,0,1.0121e+05,0.010114,290.69,290.31,2.1,6.1,82.063
1994,11,6,16,0.0294,1.0104e+05,0.010513,290.95,290.63,2.65,6.68,83.771
1994,11,6,17,0,1.0088e+05,0.010911,291.21,290.96,3.21,7.26,85.393
1994,11,6,18,0,1.0071e+05,0.011309,291.47,291.29,3.76,7.84,86.933
1994,11,6,19,0.0411,1.007e+05,0.011338,291.19,291.02,4.08,7.74,88.688
1994,11,6,20,0.0567,1.0068e+05,0.011366,290.91,290.75,4.41,7.64,90.477
1994,11,6,21,0.0794,1.0067e+05,0.011394,290.63,290.48,4.73,7.54,92.306
1994,11,6,22,0.0193,1.0067e+05,0.011225,290.24,290.3,5.97,6.62,93.211
1994,11,6,23,0.0122,1.0068e+05,0.011056,289.85,290.11,7.2,5.7,94.11
1995,11,12,0,1.5172,1.0038e+05,0.010033,288.04,287.88,-2.38,11.32,95.611
1995,11,12,1,2.7132,1.0022e+05,0.01015,288.19,288.17,-2.47,12.16,95.639
1995,11,12,2,3.2766,1.0005e+05,0.010268,288.35,288.46,-2.55,13,95.594
1995,11,12,3,4.4986,99877,0.010385,288.51,288.75,-2.64,13.84,95.537
1995,11,12,4,6.2472,99689,0.010556,288.59,288.67,-1.54,14.13,96.43
1995,11,12,5,6.9016,99500,0.010727,288.67,288.6,-0.44,14.42,97.304
1995,11,12,6,4.1314,99312,0.010898,288.75,288.52,0.66,14.71,98.163
1995,11,12,7,3.6722,99333,0.010119,287.62,287.37,3.34,12.08,98.042
1995,11,12,8,2.7754,99353,0.0093393,286.49,286.21,6.01,9.44,97.403
1995,11,12,9,2.1968,99372,0.0085599,285.36,285.05,8.68,6.81,96.157
1995,11,12,10,2.2582,99576,0.007343,283.42,282.55,11.12,4.4,94.01
1995,11,12,11,1.5584,99780,0.006126,281.47,280.05,13.56,2,89.624
1995,11,12,12,0.8816,99983,0.0049086,279.53,277.55,16,-0.41,82.177
1995,11,12,13,0.0124,1.0027e+05,0.0042695,278.36,276.88,14,-0.47,77.736
1995,11,12,14,0.0068,1.0055e+05,0.0036302,277.19,276.21,12,-0.54,71.937
1995,11,12,15,0,1.0084e+05,0.0029911,276.03,275.54,10,-0.6,64.515
1995,11,12,16,0.0006,1.0096e+05,0.0029542,276.32,275.93,9.83,-0.73,62.496
1995,11,12,17,0.0028,1.0107e+05,0.0029179,276.62,276.31,9.65,-0.87,60.503
1995,11,12,18,0.0021,1.0119e+05,0.0028809,276.91,276.69,9.48,-1,58.594
1995,11,12,19,0.0009,1.0129e+05,0.0028278,276.86,276.61,8.59,-1.4,57.775
1995,11,12,20,0.001,1.0139e+05,0.0027745,276.8,276.53,7.69,-1.8,56.983
1995,11,12,21,0,1.0149e+05,0.0027209,276.75,276.45,6.8,-2.19,56.135
1995,11,12,22,0,1.0158e+05,0.0028003,276.25,275.87,6.89,-2.42,59.901
1995,11,12,23,0,1.0166e+05,0.0028797,275.76,275.29,6.98,-2.64,63.832
1996,11,3,0,0,1.0081e+05,0.0038696,278.83,278.59,6.04,-3.47,68.561
1996,11,3,1,0,1.0089e+05,0.0037003,278.21,278.01,5.68,-4.48,68.501
1996,11,3,2,0,1.0096e+05,0.003531,277.59,277.44,5.33,-5.5,68.312
1996,11,3,3,0,1.0104e+05,0.0033617,276.97,276.86,4.97,-6.51,67.982
1996,11,3,4,0,1.0114e+05,0.0032747,276.23,276.21,5.41,-6.02,69.846
1996,11,3,5,0,1.0124e+05,0.0031876,275.49,275.55,5.84,-5.53,71.73
1996,11,3,6,0,1.0134e+05,0.0031005,274.76,274.9,6.27,-5.04,73.581
1996,11,3,7,0,1.014e+05,0.0030492,274.4,274.54,6.32,-4.84,74.3
1996,11,3,8,0,1.0146e+05,0.0029979,274.04,274.18,6.37,-4.65,75.012
1996,11,3,9,0,1.0151e+05,0.002947,273.67,273.83,6.42,-4.45,75.778
1996,11,3,10,0,1.0159e+05,0.0029352,273.55,273.62,6.13,-3.99,76.191
1996,11,3,11,0,1.0167e+05,0.0029237,273.42,273.41,5.84,-3.53,76.67
1996,11,3,12,0,1.0175e+05,0.0029117,273.3,273.2,5.55,-3.07,77.081
1996,11,3,13,0,1.0181e+05,0.0028392,274.9,274.54,5.6,-2.87,67.014
1996,11,3,14,0,1.0187e+05,0.0027663,276.5,275.87,5.65,-2.66,58.303
1996,11,3,15,0,1.0193e+05,0.0026939,278.1,277.2,5.7,-2.46,50.772
1996,11,3,16,0,1.0191e+05,0.0026893,278.67,278,6.07,-2.2,48.707
1996,11,3,17,0,1.019e+05,0.0026849,279.25,278.8,6.43,-1.95,46.705
1996,11,3,18,0,1.0188e+05,0.0026805,279.83,279.59,6.8,-1.69,44.793
1996,11,3,19,0,1.0192e+05,0.002784,279.89,279.64,6.64,-1.44,46.346
1996,11,3,20,0,1.0195e+05,0.0028875,279.95,279.69,6.48,-1.2,47.886
1996,11,3,21,0,1.0198e+05,0.0029911,280.01,279.73,6.33,-0.95,49.415
1996,11,3,22,0,1.0206e+05,0.0031991,279.31,279.19,5.84,-1.03,55.505
1996,11,3,23,0,1.0214e+05,0.0034071,278.62,278.65,5.35,-1.11,62.056
1997,11,2,0,1.5287,99531,0.01106,288.8,288.1,-3.75,3.36,99.52
1997,11,2,1,1.7022,99559,0.0097461,287,286.53,-1.54,3.96,98.53
1997,11,2,2,1.777,99587,0.0084323,285.2,284.96,0.67,4.55,95.934
1997,11,2,3,1.4214,99616,0.0071184,283.4,283.39,2.88,5.15,91.292
1997,11,2,4,0.8312,99672,0.0077542,284.2,284.46,2.52,5.22,94.336
1997,11,2,5,0.4862,99728,0.0083901,284.99,285.54,2.17,5.3,96.923
1997,11,2,6,0.3622,99785,0.0090257,285.78,286.61,1.81,5.38,99.038
1997,11,2,7,0.0716,99807,0.0089916,285.76,286.4,1.78,4.92,98.816
1997,11,2,8,0.0705,99830,0.0089576,285.73,286.19,1.75,4.47,98.658
1997,11,2,9,0.0936,99851,0.0089235,285.7,285.98,1.72,4.02,98.498
1997,11,2,10,0,99894,0.0089321,285.73,285.79,1.68,4.06,98.441
1997,11,2,11,0,99937,0.0089406,285.77,285.6,1.64,4.09,98.319
1997,11,2,12,0.0179,99980,0.0089488,285.8,285.41,1.59,4.13,98.258
1997,11,2,13,0.1508,99974,0.0094698,287.08,286.66,0.12,4.14,95.637
1997,11,2,14,0.1404,99968,0.009991,288.36,287.92,-1.34,4.15,92.884
1997,11,2,15,0.3624,99960,0.010512,289.65,289.17,-2.81,4.16,89.978
1997,11,2,16,0.5028,99832,0.010694,290.18,289.78,-3.02,5.35,88.395
1997,11,2,17,0.8878,99704,0.010876,290.7,290.38,-3.23,6.54,86.878
1997,11,2,18,0.5564,99575,0.011058,291.23,290.98,-3.44,7.73,85.319
1997,11,2,19,3.6766,99480,0.010904,291.04,290.84,-1.33,7.76,85.063
1997,11,2,20,2.7838,99386,0.01075,290.86,290.7,0.78,7.78,84.736
1997,11,2,21,2.1754,99292,0.010596,290.67,290.55,2.89,7.81,84.449
1997,11,2,22,2.7944,99489,0.0097561,289.65,289.52,5.36,6.25,83.115
1997,11,2,23,1.9216,99686,0.0089167,288.62,288.48,7.82,4.7,81.294
1998,11,1,0,0,1.0138e+05,0.0054895,283.18,283.33,0.54,-4.53,72.714
1998,11,1,1,0,1.0142e+05,0.0053782,282.68,282.78,0.57,-4.75,73.7
1998,11,1,2,0,1.0146e+05,0.0052668,282.18,282.23,0.6,-4.97,74.676
1998,11,1,3,0,1.015e+05,0.0051557,281.67,281.68,0.64,-5.18,75.698
1998,11,1,4,0,1.0148e+05,0.0051019,281.08,281.4,0.98,-4.85,77.954
1998,11,1,5,0,1.0146e+05,0.005048,280.49,281.12,1.33,-4.52,80.282
1998,11,1,6,0,1.0143e+05,0.0049941,279.9,280.83,1.67,-4.18,82.686
1998,11,1,7,0,1.0146e+05,0.0049689,279.69,280.43,1.84,-4.17,83.489
1998,11,1,8,0,1.0149e+05,0.0049436,279.47,280.03,2.01,-4.15,84.357
1998,11,1,9,0,1.0152e+05,0.0049187,279.26,279.63,2.18,-4.14,85.182
1998,11,1,10,0,1.015e+05,0.0049243,279.16,279.36,2.02,-4.16,85.856
1998,11,1,11,0,1.0148e+05,0.0049295,279.06,279.09,1.86,-4.18,86.528
1998,11,1,12,0,1.0146e+05,0.0049352,278.96,278.82,1.7,-4.2,87.215
1998,11,1,13,0,1.0147e+05,0.0048796,280.55,280.17,2.24,-4.13,77.298
1998,11,1,14,0,1.0148e+05,0.0048239,282.14,281.53,2.78,-4.05,68.594
1998,11,1,15,0,1.0149e+05,0.0047681,283.73,282.88,3.33,-3.98,60.944
1998,11,1,16,0,1.0138e+05,0.0047927,284.68,283.87,3.51,-4.12,57.445
1998,11,1,17,0,1.0126e+05,0.0048178,285.62,284.85,3.7,-4.26,54.213
1998,11,1,18,0,1.0114e+05,0.0048425,286.57,285.84,3.88,-4.41,51.147
1998,11,1,19,0,1.0114e+05,0.0049157,286.71,286.08,4.07,-4.05,51.448
1998,11,1,20,0,1.0114e+05,0.0049888,286.84,286.32,4.25,-3.7,51.772
1998,11,1,21,0,1.0114e+05,0.0050617,286.98,286.56,4.44,-3.35,52.052
1998,11,1,22,0,1.0116e+05,0.0051571,285.4,285.1,3.9,-3.65,58.822
1998,11,1,23,0,1.0119e+05,0.0052526,283.81,283.64,3.36,-3.96,66.582
1999,11,7,0,0,1.0162e+05,0.0054472,285.03,286.29,4.41,-1.72,63.952
1999,11,7,1,0,1.0165e+05,0.0053219,284.46,285.84,4.17,-2.08,64.901
1999,11,7,2,0,1.0168e+05,0.005197,283.89,285.39,3.93,-2.45,65.845
1999,11,7,3,0,1.0171e+05,0.0050719,283.32,284.94,3.69,-2.82,66.772
1999,11,7,4,0,1.0173e+05,0.0047672,282.28,283.69,3.65,-3.47,67.315
1999,11,7,5,0,1.0175e+05,0.0044628,281.23,282.45,3.62,-4.13,67.675
1999,11,7,6,0,1.0176e+05,0.0041583,280.19,281.2,3.59,-4.78,67.712
1999,11,7,7,0,1.0176e+05,0.0040306,279.51,280.16,4.04,-4.91,68.769
1999,11,7,8,0,1.0174e+05,0.0039027,278.84,279.12,4.49,-5.03,69.738
1999,11,7,9,0,1.0173e+05,0.0037746,278.17,278.08,4.94,-5.15,70.658
1999,11,7,10,0,1.0182e+05,0.0037392,277.71,277.86,4.56,-5.61,72.341
1999,11,7,11,0,1.019e+05,0.0037037,277.25,277.63,4.19,-6.06,74.065
1999,11,7,12,0,1.0199e+05,0.0036679,276.8,277.4,3.81,-6.52,75.772
1999,11,7,13,0,1.0199e+05,0.0034887,277.69,277.93,4.14,-7.12,67.706
1999,11,7,14,0,1.02e+05,0.0033092,278.58,278.45,4.47,-7.72,60.36
1999,11,7,15,0,1.02e+05,0.0031298,279.48,278.98,4.8,-8.32,53.641
1999,11,7,16,0,1.02e+05,0.0030961,279.65,279.3,5.02,-8.16,52.442
1999,11,7,17,0,1.0199e+05,0.0030628,279.82,279.63,5.24,-8,51.272
1999,11,7,18,0,1.0199e+05,0.0030294,279.99,279.96,5.46,-7.83,50.121
1999,11,7,19,0,1.0193e+05,0.0030088,279.87,279.75,5.38,-7.51,50.166
1999,11,7,20,0,1.0188e+05,0.0029878,279.76,279.55,5.29,-7.19,50.167
1999,11,7,21,0,1.0183e+05,0.0029672,279.64,279.34,5.2,-6.87,50.209
1999,11,7,22,0,1.0196e+05,0.0030851,278.97,278.87,4.94,-7.07,54.751
1999,11,7,23,0,1.021e+05,0.0032028,278.3,278.41,4.69,-7.28,59.628
2000,11,5,0,0,1.0082e+05,0.0058274,287.49,287.82,4.44,0.25,57.792
2000,11,5,1,0,1.0086e+05,0.0057556,286.79,287.12,4.4,-0.32,59.757
2000,11,5,2,0,1.009e+05,0.0056837,286.09,286.42,4.35,-0.9,61.794
2000,11,5,3,0,1.0094e+05,0.0056122,285.4,285.72,4.31,-1.47,63.868
2000,11,5,4,0,1.009e+05,0.0056186,284.83,285.14,4.3,-1.73,66.367
2000,11,5,5,0,1.0086e+05,0.0056255,284.25,284.57,4.29,-1.98,69.027
2000,11,5,6,0,1.0083e+05,0.0056322,283.68,283.99,4.27,-2.23,71.757
2000,11,5,7,0,1.0082e+05,0.0054669,282.93,283.1,4.55,-2.48,73.233
2000,11,5,8,0,1.0082e+05,0.0053013,282.17,282.22,4.83,-2.72,74.739
2000,11,5,9,0,1.0082e+05,0.0051361,281.41,281.34,5.11,-2.96,76.233
2000,11,5,10,0,1.0086e+05,0.0049526,280.59,280.47,4.53,-3.3,77.768
2000,11,5,11,0,1.009e+05,0.0047691,279.77,279.61,3.95,-3.63,79.254
2000,11,5,12,0,1.0094e+05,0.0045854,278.95,278.75,3.37,-3.97,80.675
2000,11,5,13,0,1.01e+05,0.0043957,280.32,279.97,3.74,-4.75,70.411
2000,11,5,14,0,1.0106e+05,0.0042058,281.69,281.2,4.12,-5.53,61.399
2000,11,5,15,0,1.0112e+05,0.0040158,283.06,282.43,4.49,-6.3,53.484
2000,11,5,16,0,1.0103e+05,0.0039266,283.6,282.96,4.91,-6.32,50.393
2000,11,5,17,0,1.0093e+05,0.0038376,284.14,283.5,5.33,-6.33,47.466
2000,11,5,18,0,1.0084e+05,0.0037482,284.68,284.04,5.75,-6.34,44.688
2000,11,5,19,0,1.0087e+05,0.0037364,284.28,283.69,5.46,-6.52,45.759
2000,11,5,20,0,1.009e+05,0.0037244,283.87,283.35,5.17,-6.7,46.888
2000,11,5,21,0,1.0094e+05,0.0037124,283.46,283,4.89,-6.88,48.049
2000,11,5,22,0,1.0097e+05,0.003862,282.42,282.03,4.55,-6.98,53.618
2000,11,5,23,0,1.0101e+05,0.0040119,281.38,281.06,4.21,-7.09,59.783
2001,11,4,0,0,1.0198e+05,0.0076633,289.07,290.01,3.97,-1.12,69.446
2001,11,4,1,0,1.0201e+05,0.0070377,287.57,288.45,3.09,-2.29,70.256
2001,11,4,2,0,1.0204e+05,0.0064117,286.08,286.89,2.21,-3.46,70.546
2001,11,4,3,0,1.0207e+05,0.005786,284.58,285.33,1.33,-4.63,70.292
2001,11,4,4,0,1.0206e+05,0.0055864,283.67,284.49,1.64,-4.53,72.093
2001,11,4,5,0,1.0206e+05,0.0053872,282.77,283.64,1.95,-4.43,73.835
2001,11,4,6,0,1.0205e+05,0.0051878,281.86,282.79,2.25,-4.33,75.597
2001,11,4,7,0,1.0206e+05,0.0050842,281.15,282.36,2.43,-3.96,77.755
2001,11,4,8,0,1.0207e+05,0.0049801,280.45,281.93,2.61,-3.59,79.902
2001,11,4,9,0,1.0208e+05,0.0048765,279.74,281.49,2.79,-3.22,82.159
2001,11,4,10,0,1.0211e+05,0.0048504,279.36,280.94,2.41,-3.08,83.908
2001,11,4,11,0,1.0213e+05,0.0048244,278.98,280.38,2.03,-2.94,85.7
2001,11,4,12,0,1.0216e+05,0.0047983,278.6,279.83,1.65,-2.8,87.534
2001,11,4,13,0,1.0218e+05,0.0048006,280.7,281.32,1.98,-3.06,75.798
2001,11,4,14,0,1.0221e+05,0.004803,282.79,282.82,2.3,-3.33,65.839
2001,11,4,15,0,1.0224e+05,0.0048059,284.89,284.32,2.62,-3.59,57.291
2001,11,4,16,0,1.0208e+05,0.0048488,285.9,285.38,2.87,-2.49,54.003
2001,11,4,17,0,1.0193e+05,0.004892,286.91,286.44,3.13,-1.38,50.93
2001,11,4,18,0,1.0177e+05,0.0049352,287.92,287.5,3.38,-0.28,48.053
2001,11,4,19,0,1.0173e+05,0.0050302,288.22,287.88,3.32,0.36,48.02
2001,11,4,20,0,1.0169e+05,0.0051251,288.53,288.26,3.25,1,47.94
2001,11,4,21,0,1.0164e+05,0.0052204,288.84,288.63,3.18,1.64,47.85
2001,11,4,22,0,1.0158e+05,0.0053289,287.25,287.53,3.09,1.83,54.082
2001,11,4,23,0,1.0152e+05,0.0054376,285.66,286.42,2.99,2.02,61.181
2002,11,3,0,0,1.0129e+05,0.0039087,277.31,277.48,7.06,-0.71,77.369
2002,11,3,1,0,1.0131e+05,0.0039277,277.48,277.59,7.06,-0.55,76.84
2002,11,3,2,0,1.0134e+05,0.0039462,277.65,277.71,7.07,-0.39,76.306
2002,11,3,3,0,1.0136e+05,0.0039651,277.83,277.82,7.07,-0.24,75.73
2002,11,3,4,0,1.0136e+05,0.0039591,277.65,277.79,6.6,-0.78,76.572
2002,11,3,5,0,1.0136e+05,0.003953,277.48,277.75,6.14,-1.32,77.369
2002,11,3,6,0,1.0135e+05,0.0039472,277.31,277.72,5.67,-1.87,78.18
2002,11,3,7,0,1.0143e+05,0.0039489,277.13,277.44,5.64,-1.98,79.272
2002,11,3,8,0,1.0151e+05,0.0039509,276.94,277.17,5.61,-2.09,80.442
2002,11,3,9,0,1.0159e+05,0.0039525,276.76,276.89,5.57,-2.21,81.565
2002,11,3,10,0,1.016e+05,0.0039109,276.47,276.41,4.89,-2.85,82.387
2002,11,3,11,0,1.0162e+05,0.0038689,276.18,275.92,4.2,-3.48,83.203
2002,11,3,12,0,1.0163e+05,0.003827,275.89,275.44,3.51,-4.12,84.024
2002,11,3,13,0,1.017e+05,0.0037426,277.09,276.43,3.16,-4.41,75.541
2002,11,3,14,0,1.0177e+05,0.0036583,278.28,277.43,2.81,-4.7,67.985
2002,11,3,15,0,1.0184e+05,0.0035735,279.47,278.42,2.46,-4.99,61.193
2002,11,3,16,0,1.0186e+05,0.003562,279.83,279.04,2.01,-4.51,59.507
2002,11,3,17,0,1.0186e+05,0.00355,280.19,279.67,1.57,-4.03,57.863
2002,11,3,18,0,1.0188e+05,0.0035384,280.55,280.29,1.13,-3.56,56.275
2002,11,3,19,0,1.0186e+05,0.0035137,280.68,280.31,1.15,-2.89,55.378
2002,11,3,20,0,1.0184e+05,0.0034894,280.82,280.32,1.16,-2.22,54.463
2002,11,3,21,0,1.0182e+05,0.0034646,280.95,280.33,1.18,-1.55,53.589
2002,11,3,22,0,1.019e+05,0.0035519,280.65,280.08,0.86,-0.86,56.119
2002,11,3,23,0,1.0198e+05,0.0036392,280.34,279.84,0.55,-0.16,58.777
2003,11,2,0,0,1.0205e+05,0.011784,291.9,292.13,5.12,1.79,89.35
2003,11,2,1,0,1.0204e+05,0.01151,291.24,291.5,4.68,1.45,90.954
2003,11,2,2,0,1.0204e+05,0.011236,290.57,290.88,4.25,1.11,92.614
2003,11,2,3,0,1.0203e+05,0.010962,289.9,290.25,3.81,0.77,94.266
2003,11,2,4,0,1.0205e+05,0.010911,289.73,290.22,3.3,0.18,94.858
2003,11,2,5,0,1.0206e+05,0.01086,289.56,290.19,2.79,-0.41,95.452
2003,11,2,6,0,1.0207e+05,0.010808,289.39,290.17,2.28,-1,96.05
2003,11,2,7,0,1.0209e+05,0.010638,289.28,290,1.63,-0.95,95.217
2003,11,2,8,0,1.021e+05,0.010468,289.16,289.84,0.97,-0.91,94.429
2003,11,2,9,0,1.0212e+05,0.010298,289.05,289.67,0.32,-0.86,93.561
2003,11,2,10,0,1.0218e+05,0.01015,288.75,289.28,0.17,-1.06,94.064
2003,11,2,11,0,1.0223e+05,0.010003,288.46,288.88,0.03,-1.26,94.497
2003,11,2,12,0,1.0229e+05,0.0098561,288.16,288.48,-0.12,-1.46,94.972
2003,11,2,13,0,1.0229e+05,0.0097807,289.57,289.42,-0.76,-1.23,86.107
2003,11,2,14,0,1.0229e+05,0.0097053,290.98,290.36,-1.4,-1,78.143
2003,11,2,15,0,1.0229e+05,0.0096301,292.39,291.3,-2.04,-0.77,70.98
2003,11,2,16,0,1.0225e+05,0.009701,292.41,291.65,-1.66,0.41,71.385
2003,11,2,17,0,1.022e+05,0.0097717,292.44,292.01,-1.28,1.58,71.742
2003,11,2,18,0,1.0216e+05,0.0098428,292.46,292.36,-0.89,2.76,72.145
2003,11,2,19,0,1.0213e+05,0.010027,292.25,292.03,-1.08,2.77,74.434
2003,11,2,20,0,1.0209e+05,0.01021,292.04,291.7,-1.28,2.78,76.769
2003,11,2,21,0,1.0205e+05,0.010394,291.83,291.37,-1.47,2.78,79.156
2003,11,2,22,0,1.0207e+05,0.010443,291.2,290.82,-0.6,2.89,82.747
2003,11,2,23,0,1.0209e+05,0.010491,290.56,290.26,0.26,3,86.573
2004,11,7,0,0,1.009e+05,0.0061807,282.37,282.91,6.93,3.38,86.039
2004,11,7,1,0,1.0091e+05,0.0061127,281.95,282.45,6.52,3.5,87.551
2004,11,7,2,0,1.0092e+05,0.0060448,281.52,281.99,6.1,3.63,89.148
2004,11,7,3,0,1.0094e+05,0.005977,281.09,281.52,5.69,3.75,90.775
2004,11,7,4,0,1.0093e+05,0.0058967,280.8,281.27,5.72,3.03,91.336
2004,11,7,5,0,1.0092e+05,0.0058167,280.51,281.02,5.75,2.31,91.891
2004,11,7,6,0,1.0091e+05,0.0057366,280.22,280.78,5.79,1.59,92.435
2004,11,7,7,0,1.0089e+05,0.005568,279.78,280.5,5.48,1.14,92.455
2004,11,7,8,0,1.0087e+05,0.0054001,279.34,280.23,5.16,0.69,92.412
2004,11,7,9,0,1.0085e+05,0.0052318,278.91,279.96,4.85,0.25,92.219
2004,11,7,10,0,1.0088e+05,0.0052166,278.78,280.07,4.7,0.75,92.813
2004,11,7,11,0,1.0092e+05,0.0052013,278.65,280.17,4.55,1.26,93.409
